token,frequency,total,idf
nine,180702,5940667,3.492727430009425
washington,180370,5940667,3.494566398932871
network,180336,5940667,3.494754918115256
real,180151,5940667,3.4957813075065025
fact,179838,5940667,3.4975202499679328
coast,179679,5940667,3.498404770090022
course,179623,5940667,3.498716485585362
points,179520,5940667,3.4992900732806476
rural,179439,5940667,3.499741378312001
wide,179349,5940667,3.5002430673422236
leader,179326,5940667,3.5003713171507216
character,179158,5940667,3.5013085975442615
author,179138,5940667,3.5014202370826366
competed,178894,5940667,3.502783243952274
health,178885,5940667,3.502833554339423
raised,178737,5940667,3.5036612439583457
artist,178080,5940667,3.5073438080877444
going,177955,5940667,3.5080459862732374
graduated,177927,5940667,3.508203341801518
variety,177741,5940667,3.5092492611249106
required,177708,5940667,3.5094349417716124
recent,177523,5940667,3.5104765176291544
historic,177172,5940667,3.5124556834734717
low,177137,5940667,3.5126532511339823
base,177090,5940667,3.5129186176942717
my,176651,5940667,3.515400660914441
remains,176577,5940667,3.5158196537523962
campaign,176512,5940667,3.516187832884197
highest,176397,5940667,3.5168395589896266
move,176142,5940667,3.5182862076978365
ran,176136,5940667,3.5183202717041078
referred,176108,5940667,3.5184792524109985
size,176063,5940667,3.518734810081817
uk,176062,5940667,3.5187404898830237
consists,175969,5940667,3.519268852454295
closed,175534,5940667,3.5217439392789847
appearance,175134,5940667,3.52402530041537
create,174987,5940667,3.524865010165071
republic,174986,5940667,3.524870724891636
1987,174965,5940667,3.524990741694132
politician,174765,5940667,3.526134481274965
killed,174574,5940667,3.5272279750963365
commercial,174507,5940667,3.5276118401638863
mainly,174324,5940667,3.5286610589362324
fire,174012,5940667,3.5304524332612206
management,173836,5940667,3.5314643695955903
collection,173303,5940667,3.5345351880219025
individual,173273,5940667,3.534708310223526
writer,173080,5940667,3.535822780258295
movement,172267,5940667,3.5405310968320487
personal,172041,5940667,3.541843875114616
1986,172033,5940667,3.5418903767392753
feature,171965,5940667,3.542285727880187
helped,171323,5940667,3.546026031930769
tv,171312,5940667,3.546090240199065
longer,171168,5940667,3.5469311652661397
news,170733,5940667,3.5494757628819285
particular,170492,5940667,3.550888320813338
nearly,170092,5940667,3.553237228477305
1984,169487,5940667,3.5568004679009673
green,169306,5940667,3.5578689670566197
launched,168855,5940667,3.5605363371401024
space,168710,5940667,3.5613954309970954
thought,168659,5940667,3.5616977705741673
majority,168650,5940667,3.56175113410732
earned,168515,5940667,3.5625519290131633
officer,168425,5940667,3.5630861487682557
structure,168405,5940667,3.5632049030361266
overall,168185,5940667,3.564512131601021
turn,168107,5940667,3.564976014187575
australian,168048,5940667,3.56532704273456
40,167978,5940667,3.5657436771676845
sports,167846,5940667,3.566529803274204
foundation,167845,5940667,3.5665357611342596
money,167558,5940667,3.568247135630297
rights,167442,5940667,3.5689396729714087
caused,167255,5940667,3.5700571016872806
fellow,167124,5940667,3.570840643756024
terms,166997,5940667,3.5716008474314362
issues,166894,5940667,3.572217815263856
1980,166486,5940667,3.5746654738138295
1985,166432,5940667,3.5749898780243172
composed,166374,5940667,3.575338429436174
latter,166338,5940667,3.575554832812911
technology,165846,5940667,3.578517048691843
older,165771,5940667,3.5789693777417937
race,165639,5940667,3.5797659741449213
supported,165252,5940667,3.58210511408199
separate,165212,5940667,3.5823471979410204
always,164822,5940667,3.584710591903661
need,164752,5940667,3.5851353827005843
got,164745,5940667,3.58517787170656
staff,164353,5940667,3.5875601419445453
larger,164325,5940667,3.5877305214653394
practice,164232,5940667,3.588296633296673
commission,164031,5940667,3.589521261263396
takes,163962,5940667,3.5899420019561417
grand,163931,5940667,3.5901310880305157
historical,163721,5940667,3.5914129360201805
fall,163502,5940667,3.5927514729365844
forced,163475,5940667,3.5929166221676394
museum,163335,5940667,3.5937733891488453
child,163301,5940667,3.5939815719585955
activities,163275,5940667,3.5941407998262584
master,162985,5940667,3.595918523582612
certain,162817,5940667,3.5969498248937772
festival,162634,5940667,3.5980744182690434
remaining,162599,5940667,3.598289648581681
italian,162430,5940667,3.5993295558836746
lies,162344,5940667,3.5998591549403116
standard,162186,5940667,3.600832870852453
mark,162136,5940667,3.601141206397967
match,161849,5940667,3.6029128938222086
primarily,161830,5940667,3.603030294086185
failed,161822,5940667,3.6030797298999704
turned,161486,5940667,3.6051582440163314
passed,161434,5940667,3.6054803052107416
themselves,161424,5940667,3.6055422519489557
peter,161230,5940667,3.6067447786393307
richard,161218,5940667,3.6068192092452303
operated,161170,5940667,3.6071169870803526
done,161156,5940667,3.6072038556544594
woman,161058,5940667,3.607812147057203
press,160513,5940667,3.611201759440244
nearby,160181,5940667,3.613272269762279
runs,160097,5940667,3.613796814076444
lives,159911,5940667,3.614959285145578
changes,159852,5940667,3.615328308457653
presented,159790,5940667,3.615716242463682
hit,159780,5940667,3.6157788265610833
players,159561,5940667,3.617150401362516
recently,159279,5940667,3.6189193141308813
operations,159278,5940667,3.618925592442141
offered,159101,5940667,3.6200374749358684
increased,159045,5940667,3.620389514569108
formerly,158726,5940667,3.622397250373555
1983,158580,5940667,3.6233174977707265
china,158524,5940667,3.6236706942020684
person,158450,5940667,3.6241376094780495
tour,158239,5940667,3.6254701472752067
star,157941,5940667,3.6273551500472903
police,157922,5940667,3.6274754553696793
market,157754,5940667,3.628539837938267
executive,157493,5940667,3.6301956827814195
1982,157267,5940667,3.6316316977695817
edition,157170,5940667,3.632248673526741
conference,157105,5940667,3.6326623239979963
los,157101,5940667,3.632687785001288
canadian,156746,5940667,3.6349500347688553
contract,156739,5940667,3.6349946940029567
plan,156578,5940667,3.6360224072401617
federal,156566,5940667,3.63609904929625
source,156566,5940667,3.63609904929625
enough,156290,5940667,3.637863439760877
route,156089,5940667,3.6391503382254973
henry,155988,5940667,3.639797614401097
yet,155882,5940667,3.640477384844434
weeks,155351,5940667,3.643889622719074
provides,155203,5940667,3.644842758155774
japan,154938,5940667,3.646551658717072
shown,154915,5940667,3.646700116211705
access,154770,5940667,3.647636551690311
cover,154592,5940667,3.648787307242983
review,154523,5940667,3.649233743042902
length,154367,5940667,3.650243811437885
shortly,153857,5940667,3.653553096019442
grew,153810,5940667,3.6538586211512603
carried,153750,5940667,3.654248788928352
square,153673,5940667,3.6547497273852025
youth,153579,5940667,3.6553616029982674
seat,153579,5940667,3.6553616029982674
culture,153469,5940667,3.656078103380657
valley,153438,5940667,3.6562801189756446
names,153000,5940667,3.659138774222544
believed,152918,5940667,3.659674865606273
administrative,152882,5940667,3.659910313612593
loss,152821,5940667,3.6603093937708486
attack,152750,5940667,3.6607740975632743
1979,152648,5940667,3.6614420783869384
municipality,152629,5940667,3.661566555501327
experience,152570,5940667,3.661953188489868
uses,152535,5940667,3.6621826177037686
operation,152485,5940667,3.662510465060977
subject,152450,5940667,3.6627400221807154
1972,152410,5940667,3.663002437717221
buildings,152391,5940667,3.663127109224366
therefore,152326,5940667,3.663553734591417
hill,152149,5940667,3.6647163917549848
nature,151964,5940667,3.6659330449254868
serve,151950,5940667,3.666025176252177
results,151949,5940667,3.666031757386041
hand,151742,5940667,3.667394985351685
fifth,151740,5940667,3.66740816570505
administration,151441,5940667,3.669380585460489
model,151282,5940667,3.670431050833923
key,151162,5940667,3.6712245862077246
multiple,151148,5940667,3.6713172063659063
lake,150798,5940667,3.673635502728542
africa,150749,5940667,3.673960493528857
whole,150694,5940667,3.674325404975534
status,150631,5940667,3.674743558138517
officially,150580,5940667,3.675082191193003
foreign,150307,5940667,3.676896826420936
responsible,150302,5940667,3.6769300922246906
attempt,150065,5940667,3.6785081620471645
student,149958,5940667,3.6792214407260424
b,149922,5940667,3.679461536765611
managed,149817,5940667,3.6801621463245606
immediately,149792,5940667,3.680329030497319
makes,149760,5940667,3.6805426828856973
coach,149573,5940667,3.6817921276467316
olympics,149298,5940667,3.683632387006847
films,149283,5940667,3.683732862254854
directly,149049,5940667,3.685301584671406
1976,148978,5940667,3.6857780515777145
month,148906,5940667,3.686261461236522
meeting,148871,5940667,3.6864965364784728
defeated,148769,5940667,3.6871819282537244
financial,148618,5940667,3.6881974401152164
hours,148366,5940667,3.6898945016436513
genus,148220,5940667,3.6908790390917665
railway,148137,5940667,3.691439174348704
trade,148083,5940667,3.6918037682356672
1981,147939,5940667,3.6927766689751964
complex,147927,5940667,3.692857786778571
friend,147869,5940667,3.693249948949414
property,147765,5940667,3.693953521639227
forms,147646,5940667,3.6947591788858207
c.,147523,5940667,3.695592599787877
deal,147517,5940667,3.695633272239076
prominent,147127,5940667,3.6982805362441815
sister,146756,5940667,3.7008053518822708
units,146666,5940667,3.7014188028356583
husband,146618,5940667,3.701746130616434
systems,146600,5940667,3.7018689061624284
highly,146544,5940667,3.7022509709543474
meaning,146308,5940667,3.70386270692397
claimed,146300,5940667,3.7039173875889007
italy,146161,5940667,3.7048679417514463
friends,146029,5940667,3.70577146349401
me,146008,5940667,3.7059152808872597
footballer,145991,5940667,3.7060317196423185
1978,145956,5940667,3.7062714891906796
companies,145943,5940667,3.706360561095747
parents,145867,5940667,3.7068814479859724
1974,145483,5940667,3.7095174543175524
continue,145226,5940667,3.711285545893332
moving,145226,5940667,3.711285545893332
medal,145076,5940667,3.7123189525756777
greater,145034,5940667,3.7126084979225693
extended,144423,5940667,3.716830202061537
covered,144339,5940667,3.7174119960813137
appears,144263,5940667,3.7179386729702943
our,144213,5940667,3.7182853222617482
allow,144211,5940667,3.7182991907331653
bank,144103,5940667,3.719048373950432
acquired,143783,5940667,3.7212714770661908
assistant,143629,5940667,3.7223431095292594
artists,143535,5940667,3.7229977877156433
1975,143242,5940667,3.7250411880019385
1970,142987,5940667,3.726822978578463
discovered,142867,5940667,3.727662568068546
medical,142808,5940667,3.728075624869728
economic,142666,5940667,3.7290704616094064
problems,142396,5940667,3.7309647869192726
leave,142307,5940667,3.7315899998808435
hospital,142244,5940667,3.7320328027599716
1968,142189,5940667,3.7324195370748052
issue,142008,5940667,3.7336933015724765
manager,141745,5940667,3.7355470269978444
1980s,141697,5940667,3.735885720631525
participated,141328,5940667,3.738493265612203
upper,141169,5940667,3.739618941401961
lines,141044,5940667,3.740504797178799
bay,141027,5940667,3.7406253342068565
assembly,140962,5940667,3.741086345105517
might,140882,5940667,3.7416540350485246
alongside,140674,5940667,3.7431315389045174
1977,140467,5940667,3.744604109873576
material,140446,5940667,3.7447536223563667
christian,140445,5940667,3.744760742556017
quickly,140381,5940667,3.7452165408162066
plans,140341,5940667,3.7455015202639927
mary,140336,5940667,3.7455371484059534
direct,140138,5940667,3.7469490442172724
inside,140115,5940667,3.7471131816220575
african,140113,5940667,3.747127455713155
room,140018,5940667,3.747805709841701
paris,139842,5940667,3.7490634817505306
tournament,139838,5940667,3.749092085869526
spanish,139761,5940667,3.7496428746917077
victory,139681,5940667,3.7502154443282376
commonly,139603,5940667,3.7507740155462663
1973,139527,5940667,3.7513185646945346
blue,139521,5940667,3.751361568048803
singer,139453,5940667,3.751849068685756
championships,139352,5940667,3.7525735894398187
promoted,139184,5940667,3.753779896849794
specific,138975,5940667,3.755282634775446
asked,138895,5940667,3.7558584436228233
appear,138789,5940667,3.7566219014032405
report,138665,5940667,3.7575157433248263
follows,138270,5940667,3.7603684002144524
giving,138242,5940667,3.760570923071296
intended,138089,5940667,3.761678290797934
sound,137902,5940667,3.76303340765766
constructed,137776,5940667,3.76394751766117
captain,137678,5940667,3.7646590702553224
except,137657,5940667,3.764811611705125
secretary,137572,5940667,3.7654292791943966
stars,137531,5940667,3.7657273493739556
1970s,137482,5940667,3.766083696168605
decision,137404,5940667,3.766651204168965
divided,137372,5940667,3.766884121164224
transferred,137360,5940667,3.766971479025759
musical,137360,5940667,3.766971479025759
initial,136985,5940667,3.769705264832313
cross,136972,5940667,3.769800170237247
